-	braille	hangul	ile	jyutping	kuping	kuping_alt	meyer_wempe	penkyamp	rao	sidneylau	slwong_phonetic	slwong_roman	yale
ɕɐk̚˥˧	↦ ⠎⠨⠀ [sɐk̚˥]	↦ ᄉᆞᆨ [sɐk̚˥]	↦ sak7 [sɐk̚˥]	↦ sak1 [sɐk̚˥]	⊖	⊖	↦ shak [ɕɐk̚˥]	↦ säk [sɐk̚˥]	↦ seg1 [sɐk̚˥]	↦ sak1 [sɐk̚˥˧]	↦ ˈsɐk [sɐk̚˥]	↦ ˈsak [sɐk̚˥]	↦ sàk [sɐk̚˥˧]
ɕɐk̚˧	↦ ⠎⠨⠈ [sɐk̚˧]	↦ ᄉᆞᆨ〮 [sɐk̚˧]	↦ sak8 [sɐk̚˧]	↦ sak3 [sɐk̚˧]	sjak33-4	sjak33-4	shàk	↦ sâk [sɐk̚˧]	↦ seg3 [sɐk̚˧]	↦ sak3 [sɐk̚˧]	↦ ˉsɐk [sɐk̚˧]	↦ ˉsak [sɐk̚˧]	↦ sak [sɐk̚˧]
ɕɐk̚˧˥	↦ ⠎⠨⠁ [sɐk̚˧˥]	↦ ᄉᆞᆨ〯 [sɐk̚˧˥]	↦ sak2 [sɐk̚˧˥]	↦ sak2 [sɐk̚˧˥]	⊖	⊖	shák	↦ sãk [sɐk̚˧˥]	↦ seg2 [sɐk̚˧˥]	↦ sak2 [sɐk̚˧˥]	↦ ˊsɐk [sɐk̚˧˥]	↦ ˊsak [sɐk̚˧˥]	↦ sák [sɐk̚˧˥]
ɕɐk̚˨	↦ ⠎⠨⠂ [sɐk̚˨]	↦ ᄉᆞᆨ̣ [sɐk̚˨]	↦ sak9 [sɐk̚˨]	↦ sak6 [sɐk̚˨]	sjak22_4	sjak22_4	shāk	↦ sàk [sɐk̚˨]	↦ seg6 [sɐk̚˨]	↦ sak6 [sɐk̚˨]	↦ ˍsɐk [sɐk̚˨]	↦ ˍsak [sɐk̚˨]	↦ sahk [sɐk̚˨]
ɕɐk̚˩	↦ ⠎⠨⠄ [sɐk̚˩]	↦ ᄉᆞᆨ̲ [sɐk̚˩]	↦ sak4 [sɐk̚˩]	↦ sak4 [sɐk̚˩]	⊖	⊖	shâk	↦ sak [sɐk̚˩]	↦ seg4 [sɐk̚˩]	↦ sak4 [sɐk̚˩]	↦ ˌsɐk [sɐk̚˩]	↦ ˌsak [sɐk̚˩]	↦ sàhk [sɐk̚˩]
ɕɐk̚˩˧	↦ ⠎⠨⠠ [sɐk̚˩˧]	↦ ᄉᆞᆨ̤ [sɐk̚˩˧]	↦ sak5 [sɐk̚˩˧]	↦ sak5 [sɐk̚˩˧]	⊖	⊖	shǎk	↦ sák [sɐk̚˩˧]	↦ seg5 [sɐk̚˩˧]	↦ sak5 [sɐk̚˩˧]	↦ ˏsɐk [sɐk̚˩˧]	↦ ˏsak [sɐk̚˩˧]	↦ sáhk [sɐk̚˩˧]
ɕɐm˥	↦ ⠎⠸⠀ [sɐm˥]	↦ ᄉᆞᆷ [sɐm˥]	↦ sam1 [sɐm˥]	↦ sam1 [sɐm˥]	sjam55^1	sjam55^1	sham	↦ sämp [sɐm˥]	↦ sem1 [sɐm˥]	↦ sam1° [sɐm˥]	↦ ˈsɐm [sɐm˥]	↦ ˈsam [sɐm˥]	↦ sām [sɐm˥]
ɕɐm˥˧	↦ ⠎⠸⠀ [sɐm˥]	↦ ᄉᆞᆷ [sɐm˥]	↦ sam1 [sɐm˥]	↦ sam1 [sɐm˥]	sjam53^1	sjam53^1	↦ sham [ɕɐm˥]	↦ sämp [sɐm˥]	↦ sem1 [sɐm˥]	↦ sam1 [sɐm˥˧]	↦ ˈsɐm [sɐm˥]	↦ ˈsam [sɐm˥]	↦ sàm [sɐm˥˧]
ɕɐm˧	↦ ⠎⠸⠈ [sɐm˧]	↦ ᄉᆞᆷ〮 [sɐm˧]	↦ sam3 [sɐm˧]	↦ sam3 [sɐm˧]	sjam33^3	sjam33^3	shàm	↦ sâmp [sɐm˧]	↦ sem3 [sɐm˧]	↦ sam3 [sɐm˧]	↦ ˉsɐm [sɐm˧]	↦ ˉsam [sɐm˧]	↦ sam [sɐm˧]
ɕɐm˧˥	↦ ⠎⠸⠁ [sɐm˧˥]	↦ ᄉᆞᆷ〯 [sɐm˧˥]	↦ sam2 [sɐm˧˥]	↦ sam2 [sɐm˧˥]	sjam35^2	sjam35^2	shám	↦ sãmp [sɐm˧˥]	↦ sem2 [sɐm˧˥]	↦ sam2 [sɐm˧˥]	↦ ˊsɐm [sɐm˧˥]	↦ ˊsam [sɐm˧˥]	↦ sám [sɐm˧˥]
ɕɐm˨	↦ ⠎⠸⠂ [sɐm˨]	↦ ᄉᆞᆷ̣ [sɐm˨]	↦ sam6 [sɐm˨]	↦ sam6 [sɐm˨]	sjam22_3	sjam22_3	shām	↦ sàmp [sɐm˨]	↦ sem6 [sɐm˨]	↦ sam6 [sɐm˨]	↦ ˍsɐm [sɐm˨]	↦ ˍsam [sɐm˨]	↦ sahm [sɐm˨]
ɕɐm˩	↦ ⠎⠸⠄ [sɐm˩]	↦ ᄉᆞᆷ̲ [sɐm˩]	↦ sam4 [sɐm˩]	↦ sam4 [sɐm˩]	sjam11_1	sjam11_1	shâm	↦ samp [sɐm˩]	↦ sem4 [sɐm˩]	↦ sam4 [sɐm˩]	↦ ˌsɐm [sɐm˩]	↦ ˌsam [sɐm˩]	↦ sàhm [sɐm˩]
ɕɐm˩˧	↦ ⠎⠸⠠ [sɐm˩˧]	↦ ᄉᆞᆷ̤ [sɐm˩˧]	↦ sam5 [sɐm˩˧]	↦ sam5 [sɐm˩˧]	sjam13_2	sjam13_2	shǎm	↦ sámp [sɐm˩˧]	↦ sem5 [sɐm˩˧]	↦ sam5 [sɐm˩˧]	↦ ˏsɐm [sɐm˩˧]	↦ ˏsam [sɐm˩˧]	↦ sáhm [sɐm˩˧]
ɕɐn˥	↦ ⠎⠫⠀ [sɐn˥]	↦ ᄉᆞᆫ [sɐn˥]	↦ san1 [sɐn˥]	↦ san1 [sɐn˥]	sjan55^1	sjan55^1	shan	↦ sänt [sɐn˥]	↦ sen1 [sɐn˥]	↦ san1° [sɐn˥]	↦ ˈsɐn [sɐn˥]	↦ ˈsan [sɐn˥]	↦ sān [sɐn˥]
ɕɐn˥˧	↦ ⠎⠫⠀ [sɐn˥]	↦ ᄉᆞᆫ [sɐn˥]	↦ san1 [sɐn˥]	↦ san1 [sɐn˥]	sjan53^1	sjan53^1	↦ shan [ɕɐn˥]	↦ sänt [sɐn˥]	↦ sen1 [sɐn˥]	↦ san1 [sɐn˥˧]	↦ ˈsɐn [sɐn˥]	↦ ˈsan [sɐn˥]	↦ sàn [sɐn˥˧]
ɕɐn˧	↦ ⠎⠫⠈ [sɐn˧]	↦ ᄉᆞᆫ〮 [sɐn˧]	↦ san3 [sɐn˧]	↦ san3 [sɐn˧]	sjan33^3	sjan33^3	shàn	↦ sânt [sɐn˧]	↦ sen3 [sɐn˧]	↦ san3 [sɐn˧]	↦ ˉsɐn [sɐn˧]	↦ ˉsan [sɐn˧]	↦ san [sɐn˧]
ɕɐn˧˥	↦ ⠎⠫⠁ [sɐn˧˥]	↦ ᄉᆞᆫ〯 [sɐn˧˥]	↦ san2 [sɐn˧˥]	↦ san2 [sɐn˧˥]	sjan35^2	sjan35^2	shán	↦ sãnt [sɐn˧˥]	↦ sen2 [sɐn˧˥]	↦ san2 [sɐn˧˥]	↦ ˊsɐn [sɐn˧˥]	↦ ˊsan [sɐn˧˥]	↦ sán [sɐn˧˥]
ɕɐn˨	↦ ⠎⠫⠂ [sɐn˨]	↦ ᄉᆞᆫ̣ [sɐn˨]	↦ san6 [sɐn˨]	↦ san6 [sɐn˨]	sjan22_3	sjan22_3	shān	↦ sànt [sɐn˨]	↦ sen6 [sɐn˨]	↦ san6 [sɐn˨]	↦ ˍsɐn [sɐn˨]	↦ ˍsan [sɐn˨]	↦ sahn [sɐn˨]
ɕɐn˩	↦ ⠎⠫⠄ [sɐn˩]	↦ ᄉᆞᆫ̲ [sɐn˩]	↦ san4 [sɐn˩]	↦ san4 [sɐn˩]	sjan11_1	sjan11_1	shân	↦ sant [sɐn˩]	↦ sen4 [sɐn˩]	↦ san4 [sɐn˩]	↦ ˌsɐn [sɐn˩]	↦ ˌsan [sɐn˩]	↦ sàhn [sɐn˩]
ɕɐn˩˧	↦ ⠎⠫⠠ [sɐn˩˧]	↦ ᄉᆞᆫ̤ [sɐn˩˧]	↦ san5 [sɐn˩˧]	↦ san5 [sɐn˩˧]	sjan13_2	sjan13_2	shǎn	↦ sánt [sɐn˩˧]	↦ sen5 [sɐn˩˧]	↦ san5 [sɐn˩˧]	↦ ˏsɐn [sɐn˩˧]	↦ ˏsan [sɐn˩˧]	↦ sáhn [sɐn˩˧]
ɕɐp̚˥	↦ ⠎⠢⠀ [sɐp̚˥]	↦ ᄉᆞᆸ [sɐp̚˥]	↦ sap7 [sɐp̚˥]	↦ sap1 [sɐp̚˥]	sjap55^4	sjap55^4	shap	↦ säp [sɐp̚˥]	↦ seb1 [sɐp̚˥]	↦ sap1° [sɐp̚˥]	↦ ˈsɐp [sɐp̚˥]	↦ ˈsap [sɐp̚˥]	↦ sāp [sɐp̚˥]
ɕɐp̚˥˧	↦ ⠎⠢⠀ [sɐp̚˥]	↦ ᄉᆞᆸ [sɐp̚˥]	↦ sap7 [sɐp̚˥]	↦ sap1 [sɐp̚˥]	⊖	⊖	↦ shap [ɕɐp̚˥]	↦ säp [sɐp̚˥]	↦ seb1 [sɐp̚˥]	↦ sap1 [sɐp̚˥˧]	↦ ˈsɐp [sɐp̚˥]	↦ ˈsap [sɐp̚˥]	↦ sàp [sɐp̚˥˧]
ɕɐp̚˧	↦ ⠎⠢⠈ [sɐp̚˧]	↦ ᄉᆞᆸ〮 [sɐp̚˧]	↦ sap8 [sɐp̚˧]	↦ sap3 [sɐp̚˧]	sjap33-4	sjap33-4	shàp	↦ sâp [sɐp̚˧]	↦ seb3 [sɐp̚˧]	↦ sap3 [sɐp̚˧]	↦ ˉsɐp [sɐp̚˧]	↦ ˉsap [sɐp̚˧]	↦ sap [sɐp̚˧]
ɕɐp̚˧˥	↦ ⠎⠢⠁ [sɐp̚˧˥]	↦ ᄉᆞᆸ〯 [sɐp̚˧˥]	↦ sap2 [sɐp̚˧˥]	↦ sap2 [sɐp̚˧˥]	⊖	⊖	sháp	↦ sãp [sɐp̚˧˥]	↦ seb2 [sɐp̚˧˥]	↦ sap2 [sɐp̚˧˥]	↦ ˊsɐp [sɐp̚˧˥]	↦ ˊsap [sɐp̚˧˥]	↦ sáp [sɐp̚˧˥]
ɕɐp̚˨	↦ ⠎⠢⠂ [sɐp̚˨]	↦ ᄉᆞᆸ̣ [sɐp̚˨]	↦ sap9 [sɐp̚˨]	↦ sap6 [sɐp̚˨]	sjap22_4	sjap22_4	shāp	↦ sàp [sɐp̚˨]	↦ seb6 [sɐp̚˨]	↦ sap6 [sɐp̚˨]	↦ ˍsɐp [sɐp̚˨]	↦ ˍsap [sɐp̚˨]	↦ sahp [sɐp̚˨]
ɕɐp̚˩	↦ ⠎⠢⠄ [sɐp̚˩]	↦ ᄉᆞᆸ̲ [sɐp̚˩]	↦ sap4 [sɐp̚˩]	↦ sap4 [sɐp̚˩]	⊖	⊖	shâp	↦ sap [sɐp̚˩]	↦ seb4 [sɐp̚˩]	↦ sap4 [sɐp̚˩]	↦ ˌsɐp [sɐp̚˩]	↦ ˌsap [sɐp̚˩]	↦ sàhp [sɐp̚˩]
ɕɐp̚˩˧	↦ ⠎⠢⠠ [sɐp̚˩˧]	↦ ᄉᆞᆸ̤ [sɐp̚˩˧]	↦ sap5 [sɐp̚˩˧]	↦ sap5 [sɐp̚˩˧]	⊖	⊖	shǎp	↦ sáp [sɐp̚˩˧]	↦ seb5 [sɐp̚˩˧]	↦ sap5 [sɐp̚˩˧]	↦ ˏsɐp [sɐp̚˩˧]	↦ ˏsap [sɐp̚˩˧]	↦ sáhp [sɐp̚˩˧]
ɕɐt̚˥	↦ ⠎⠔⠀ [sɐt̚˥]	↦ ᄉᆞᆮ [sɐt̚˥]	↦ sat7 [sɐt̚˥]	↦ sat1 [sɐt̚˥]	sjat55^4	sjat55^4	shat	↦ sät [sɐt̚˥]	↦ sed1 [sɐt̚˥]	↦ sat1° [sɐt̚˥]	↦ ˈsɐt [sɐt̚˥]	↦ ˈsat [sɐt̚˥]	↦ sāt [sɐt̚˥]
ɕɐt̚˥˧	↦ ⠎⠔⠀ [sɐt̚˥]	↦ ᄉᆞᆮ [sɐt̚˥]	↦ sat7 [sɐt̚˥]	↦ sat1 [sɐt̚˥]	⊖	⊖	↦ shat [ɕɐt̚˥]	↦ sät [sɐt̚˥]	↦ sed1 [sɐt̚˥]	↦ sat1 [sɐt̚˥˧]	↦ ˈsɐt [sɐt̚˥]	↦ ˈsat [sɐt̚˥]	↦ sàt [sɐt̚˥˧]
ɕɐt̚˧	↦ ⠎⠔⠈ [sɐt̚˧]	↦ ᄉᆞᆮ〮 [sɐt̚˧]	↦ sat8 [sɐt̚˧]	↦ sat3 [sɐt̚˧]	sjat33-4	sjat33-4	shàt	↦ sât [sɐt̚˧]	↦ sed3 [sɐt̚˧]	↦ sat3 [sɐt̚˧]	↦ ˉsɐt [sɐt̚˧]	↦ ˉsat [sɐt̚˧]	↦ sat [sɐt̚˧]
ɕɐt̚˧˥	↦ ⠎⠔⠁ [sɐt̚˧˥]	↦ ᄉᆞᆮ〯 [sɐt̚˧˥]	↦ sat2 [sɐt̚˧˥]	↦ sat2 [sɐt̚˧˥]	⊖	⊖	shát	↦ sãt [sɐt̚˧˥]	↦ sed2 [sɐt̚˧˥]	↦ sat2 [sɐt̚˧˥]	↦ ˊsɐt [sɐt̚˧˥]	↦ ˊsat [sɐt̚˧˥]	↦ sát [sɐt̚˧˥]
ɕɐt̚˨	↦ ⠎⠔⠂ [sɐt̚˨]	↦ ᄉᆞᆮ̣ [sɐt̚˨]	↦ sat9 [sɐt̚˨]	↦ sat6 [sɐt̚˨]	sjat22_4	sjat22_4	shāt	↦ sàt [sɐt̚˨]	↦ sed6 [sɐt̚˨]	↦ sat6 [sɐt̚˨]	↦ ˍsɐt [sɐt̚˨]	↦ ˍsat [sɐt̚˨]	↦ saht [sɐt̚˨]
ɕɐt̚˩	↦ ⠎⠔⠄ [sɐt̚˩]	↦ ᄉᆞᆮ̲ [sɐt̚˩]	↦ sat4 [sɐt̚˩]	↦ sat4 [sɐt̚˩]	⊖	⊖	shât	↦ sat [sɐt̚˩]	↦ sed4 [sɐt̚˩]	↦ sat4 [sɐt̚˩]	↦ ˌsɐt [sɐt̚˩]	↦ ˌsat [sɐt̚˩]	↦ sàht [sɐt̚˩]
ɕɐt̚˩˧	↦ ⠎⠔⠠ [sɐt̚˩˧]	↦ ᄉᆞᆮ̤ [sɐt̚˩˧]	↦ sat5 [sɐt̚˩˧]	↦ sat5 [sɐt̚˩˧]	⊖	⊖	shǎt	↦ sát [sɐt̚˩˧]	↦ sed5 [sɐt̚˩˧]	↦ sat5 [sɐt̚˩˧]	↦ ˏsɐt [sɐt̚˩˧]	↦ ˏsat [sɐt̚˩˧]	↦ sáht [sɐt̚˩˧]
ɕɐu̯˥	↦ ⠎⠡⠀ [sɐu̯˥]	↦ ᄉᆠ [sɐu̯˥]	↦ sau1 [sɐu̯˥]	↦ sau1 [sɐu̯˥]	sjau55^1	sjau55^1	shau	↦ säw [sɐu̯˥]	↦ seo1 [sɐu̯˥]	↦ sau1° [sɐu̯˥]	↦ ˈsɐu [sɐu̯˥]	↦ ˈsau [sɐu̯˥]	↦ sāu [sɐu̯˥]
ɕɐu̯˥˧	↦ ⠎⠡⠀ [sɐu̯˥]	↦ ᄉᆠ [sɐu̯˥]	↦ sau1 [sɐu̯˥]	↦ sau1 [sɐu̯˥]	sjau53^1	sjau53^1	↦ shau [ɕɐu̯˥]	↦ säw [sɐu̯˥]	↦ seo1 [sɐu̯˥]	↦ sau1 [sɐu̯˥˧]	↦ ˈsɐu [sɐu̯˥]	↦ ˈsau [sɐu̯˥]	↦ sàu [sɐu̯˥˧]
ɕɐu̯˧	↦ ⠎⠡⠈ [sɐu̯˧]	↦ ᄉᆠ〮 [sɐu̯˧]	↦ sau3 [sɐu̯˧]	↦ sau3 [sɐu̯˧]	sjau33^3	sjau33^3	shaù	↦ sâw [sɐu̯˧]	↦ seo3 [sɐu̯˧]	↦ sau3 [sɐu̯˧]	↦ ˉsɐu [sɐu̯˧]	↦ ˉsau [sɐu̯˧]	↦ sau [sɐu̯˧]
ɕɐu̯˧˥	↦ ⠎⠡⠁ [sɐu̯˧˥]	↦ ᄉᆠ〯 [sɐu̯˧˥]	↦ sau2 [sɐu̯˧˥]	↦ sau2 [sɐu̯˧˥]	sjau35^2	sjau35^2	shaú	↦ sãw [sɐu̯˧˥]	↦ seo2 [sɐu̯˧˥]	↦ sau2 [sɐu̯˧˥]	↦ ˊsɐu [sɐu̯˧˥]	↦ ˊsau [sɐu̯˧˥]	↦ sáu [sɐu̯˧˥]
ɕɐu̯˨	↦ ⠎⠡⠂ [sɐu̯˨]	↦ ᄉᆠ̣ [sɐu̯˨]	↦ sau6 [sɐu̯˨]	↦ sau6 [sɐu̯˨]	sjau22_3	sjau22_3	shaū	↦ sàw [sɐu̯˨]	↦ seo6 [sɐu̯˨]	↦ sau6 [sɐu̯˨]	↦ ˍsɐu [sɐu̯˨]	↦ ˍsau [sɐu̯˨]	↦ sauh [sɐu̯˨]
ɕɐu̯˩	↦ ⠎⠡⠄ [sɐu̯˩]	↦ ᄉᆠ̲ [sɐu̯˩]	↦ sau4 [sɐu̯˩]	↦ sau4 [sɐu̯˩]	sjau11_1	sjau11_1	shaû	↦ saw [sɐu̯˩]	↦ seo4 [sɐu̯˩]	↦ sau4 [sɐu̯˩]	↦ ˌsɐu [sɐu̯˩]	↦ ˌsau [sɐu̯˩]	↦ sàuh [sɐu̯˩]
ɕɐu̯˩˧	↦ ⠎⠡⠠ [sɐu̯˩˧]	↦ ᄉᆠ̤ [sɐu̯˩˧]	↦ sau5 [sɐu̯˩˧]	↦ sau5 [sɐu̯˩˧]	sjau13_2	sjau13_2	shaǔ	↦ sáw [sɐu̯˩˧]	↦ seo5 [sɐu̯˩˧]	↦ sau5 [sɐu̯˩˧]	↦ ˏsɐu [sɐu̯˩˧]	↦ ˏsau [sɐu̯˩˧]	↦ sáuh [sɐu̯˩˧]
ɕɐy̯˥	△	△	△	△	sjay55^1	sjay55^1	△	△	△	△	↦ ˈsɐy [sɐy̯˥]	△	△
ɕɐy̯˥˧	△	△	△	△	sjay53^1	sjay53^1	△	△	△	△	↦ ˈsɐy [sɐy̯˥]	△	△
ɕɐy̯˧	△	△	△	△	sjay33^3	sjay33^3	△	△	△	△	↦ ˉsɐy [sɐy̯˧]	△	△
